Transaction ID,Customer Name,Merchant Name,Transaction Date,Transaction Amount (PKR),Fraud Risk,Fraud Type,State,Card Type,Bank,IsFraud,Fraud Score,Transaction Category,Merchant Location
90880319,Customer_58,Daraz,8/28/2024,11356,High,Card Not Present,Islamabad Capital Territory,UnionPay,Bank Alfalah,0,8,Transportation,Islamabad
83246535,Customer_59,Daraz,11/10/2023,45215,Medium,Card Not Present,Punjab,UnionPay,NBP,0,21,Groceries,Multan
83405769,Customer_60,Al-Fatah,12/1/2024,16875,Medium,Card Not Present,Islamabad Capital Territory,Mastercard,MCB,0,88,Fashion,Islamabad
51029805,Customer_61,Khaadi,8/22/2024,33343,Low,Card Not Present,KPK,Visa,MCB,0,60,Utilities,Peshawar
47194430,Customer_62,Metro Shoes,7/23/2023,49506,Medium,Phishing,Punjab,Visa,MCB,0,5,Fashion,Multan
30922179,Customer_63,Sapphire,7/17/2024,21936,High,Card Skimming,Punjab,Mastercard,HBL,0,67,Groceries,Multan
48565469,Customer_64,Metro Shoes,12/18/2024,14329,Medium,Card Skimming,Punjab,Visa,MCB,0,24,E-commerce,Faisalabad
76067117,Customer_65,Al-Fatah,2/22/2023,42990,High,Card Skimming,Punjab,UnionPay,Allied Bank,0,72,Utilities,Lahore
20531916,Customer_66,TCS Express,1/13/2023,48164,High,Identity Theft,Punjab,UnionPay,Meezan Bank,0,62,E-commerce,Lahore
60507366,Customer_67,Sapphire,1/17/2024,35158,Low,Identity Theft,Islamabad Capital Territory,PayPak,HBL,0,80,E-commerce,Islamabad
15739012,Customer_68,Chase Up,4/17/2024,13254,High,Identity Theft,Balochistan,PayPak,HBL,0,41,Electronics,Quetta
16822827,Customer_69,ChenOne,8/24/2024,44415,High,Identity Theft,Sindh,Mastercard,NBP,0,27,Utilities,Karachi
31958060,Customer_70,Sapphire,7/26/2023,35359,Medium,Card Not Present,Islamabad Capital Territory,Mastercard,Meezan Bank,0,65,Groceries,Islamabad
90742227,Customer_71,Daraz,4/27/2023,587,Low,Card Skimming,Punjab,UnionPay,HBL,0,30,E-commerce,Multan
46327715,Customer_72,Al-Fatah,10/25/2023,18156,Low,Phishing,Punjab,UnionPay,Allied Bank,0,23,Groceries,Multan
37115594,Customer_73,ChenOne,6/29/2023,28141,Low,Phishing,Punjab,PayPak,Meezan Bank,0,49,Groceries,Multan
26851124,Customer_74,Chase Up,9/18/2023,28867,High,Card Skimming,Punjab,PayPak,MCB,0,12,E-commerce,Faisalabad
12680357,Customer_75,Bykea,5/1/2023,32939,High,Card Not Present,Punjab,Visa,Meezan Bank,0,15,Utilities,Lahore
83158928,Customer_76,Daraz,4/10/2024,17741,High,Phishing,Punjab,Mastercard,NBP,0,49,Transportation,Lahore
79547853,Customer_77,Khaadi,6/13/2024,10908,Low,Phishing,Punjab,Visa,Allied Bank,0,13,Transportation,Rawalpindi
72304940,Customer_78,Daraz,5/24/2024,23880,Low,Phishing,KPK,Mastercard,NBP,0,18,Fashion,Peshawar
31501833,Customer_79,Bykea,8/30/2024,31238,Low,Phishing,Punjab,PayPak,NBP,0,68,E-commerce,Faisalabad
44799968,Customer_80,TCS Express,6/25/2023,47536,Medium,Card Skimming,KPK,Visa,NBP,1,72,Electronics,Peshawar
97780241,Customer_81,FoodPanda,12/5/2024,23343,Low,Card Not Present,Sindh,UnionPay,HBL,0,21,Fashion,Karachi
67558410,Customer_82,Al-Fatah,12/7/2024,20363,Low,Identity Theft,Punjab,PayPak,UBL,0,17,Groceries,Faisalabad
86122600,Customer_83,Daraz,3/1/2024,12583,High,Identity Theft,Punjab,UnionPay,MCB,0,13,Fashion,Rawalpindi
46368556,Customer_84,Bykea,2/18/2023,19627,High,Phishing,KPK,UnionPay,UBL,0,50,Electronics,Peshawar
91781593,Customer_85,Al-Fatah,12/23/2023,36116,Medium,Card Skimming,Islamabad Capital Territory,Visa,Meezan Bank,0,83,Electronics,Islamabad
30264571,Customer_86,FoodPanda,11/9/2023,23427,Low,Phishing,Punjab,Mastercard,UBL,0,45,Utilities,Rawalpindi
81196756,Customer_87,Al-Fatah,6/4/2023,47026,Low,Identity Theft,Sindh,Mastercard,UBL,0,88,Transportation,Karachi
95061693,Customer_88,Sapphire,11/5/2023,41965,High,Card Not Present,Punjab,UnionPay,MCB,0,37,Fashion,Multan
17721469,Customer_89,Chase Up,6/23/2023,22993,Medium,Card Skimming,Punjab,PayPak,Meezan Bank,0,24,Utilities,Faisalabad
47271587,Customer_90,Servis,9/17/2024,43157,High,Phishing,Punjab,UnionPay,HBL,0,10,Electronics,Faisalabad
72236267,Customer_91,Daraz,7/4/2024,25363,High,Card Not Present,Punjab,PayPak,Allied Bank,0,81,Electronics,Faisalabad
49373115,Customer_92,Hyperstar,7/28/2024,34015,Low,Card Not Present,Balochistan,PayPak,MCB,0,33,Fashion,Quetta
40539613,Customer_93,FoodPanda,7/29/2024,32631,Low,Phishing,Balochistan,PayPak,MCB,0,15,E-commerce,Quetta
53396936,Customer_94,Metro Shoes,7/8/2023,26966,High,Phishing,Islamabad Capital Territory,UnionPay,MCB,0,81,Groceries,Islamabad
43298928,Customer_95,Servis,8/31/2024,46794,Medium,Card Not Present,Punjab,PayPak,MCB,0,1,Transportation,Multan
41619565,Customer_96,Metro Shoes,7/11/2023,39645,Low,Card Skimming,Punjab,Visa,HBL,0,91,Electronics,Rawalpindi
74247528,Customer_97,Bykea,6/4/2024,31980,Medium,Phishing,Punjab,PayPak,MCB,0,88,Transportation,Lahore
14175360,Customer_98,Sapphire,10/23/2023,35821,Medium,Identity Theft,KPK,UnionPay,NBP,0,50,Fashion,Peshawar
11157218,Customer_99,Sapphire,11/7/2023,28837,Low,Identity Theft,Sindh,PayPak,Meezan Bank,1,56,Fashion,Karachi
28582289,Customer_100,Daraz,7/10/2024,5483,High,Card Not Present,Punjab,Mastercard,HBL,0,10,Utilities,Lahore
84277563,Customer_101,FoodPanda,10/3/2023,44693,High,Identity Theft,Punjab,UnionPay,UBL,0,70,Fashion,Lahore
79606405,Customer_102,Al-Fatah,3/17/2024,8491,High,Card Not Present,Punjab,PayPak,MCB,0,9,Utilities,Multan
69850441,Customer_103,Khaadi,10/22/2023,14317,Low,Identity Theft,Punjab,Mastercard,Meezan Bank,0,37,E-commerce,Rawalpindi
67705583,Customer_104,Hyperstar,8/16/2023,27886,Low,Card Not Present,Punjab,Visa,HBL,0,27,Fashion,Rawalpindi
40911101,Customer_105,ChenOne,1/25/2023,41476,Medium,Card Not Present,Punjab,PayPak,MCB,0,47,Fashion,Rawalpindi
86693800,Customer_106,Hyperstar,11/27/2023,7882,Medium,Phishing,Islamabad Capital Territory,Mastercard,HBL,0,27,Fashion,Islamabad
54418214,Customer_107,Sapphire,3/26/2024,44228,Medium,Card Not Present,Punjab,Mastercard,MCB,0,74,E-commerce,Faisalabad
11338050,Customer_108,TCS Express,12/27/2023,40685,Low,Identity Theft,KPK,PayPak,MCB,0,54,Utilities,Peshawar
47013938,Customer_109,Servis,11/12/2023,30770,High,Card Not Present,Punjab,Visa,NBP,0,89,Fashion,Rawalpindi
89114049,Customer_110,Chase Up,5/7/2023,29749,Medium,Card Not Present,Punjab,Visa,UBL,0,85,E-commerce,Lahore
63787669,Customer_111,ChenOne,10/14/2023,15356,Low,Card Not Present,Sindh,Visa,HBL,0,31,Electronics,Karachi
78097103,Customer_112,Bykea,7/4/2023,49527,Low,Card Not Present,Punjab,PayPak,HBL,0,60,Groceries,Faisalabad
96326915,Customer_113,Daraz,4/29/2024,21691,High,Card Not Present,KPK,UnionPay,Bank Alfalah,0,22,Fashion,Peshawar
84914983,Customer_114,Hyperstar,4/4/2023,14107,Medium,Card Skimming,Punjab,Visa,UBL,0,56,Electronics,Multan
14071344,Customer_115,Sapphire,4/26/2024,33421,High,Identity Theft,Islamabad Capital Territory,UnionPay,Meezan Bank,0,38,Utilities,Islamabad
62379760,Customer_116,FoodPanda,8/24/2023,27112,Low,Card Skimming,Punjab,Mastercard,MCB,0,13,E-commerce,Multan
38192140,Customer_117,Bykea,2/8/2024,22858,Low,Identity Theft,Balochistan,Mastercard,Meezan Bank,0,84,Utilities,Quetta
24325687,Customer_118,Chase Up,8/28/2024,23662,Low,Phishing,Sindh,Visa,Meezan Bank,0,63,E-commerce,Karachi
28594649,Customer_119,Bykea,10/17/2024,11713,High,Card Skimming,Punjab,Visa,HBL,0,33,Groceries,Faisalabad
14457480,Customer_120,Servis,7/6/2023,44885,Low,Phishing,Punjab,UnionPay,Bank Alfalah,0,53,E-commerce,Faisalabad
88779612,Customer_121,Al-Fatah,1/22/2023,20690,High,Identity Theft,Punjab,PayPak,UBL,0,95,E-commerce,Faisalabad
46638421,Customer_122,Hyperstar,7/29/2024,1214,High,Card Not Present,Islamabad Capital Territory,Visa,UBL,0,91,E-commerce,Islamabad
34415293,Customer_123,Hyperstar,7/19/2024,15088,High,Card Not Present,Punjab,Mastercard,MCB,0,49,Groceries,Lahore
20337829,Customer_124,ChenOne,2/19/2023,46927,Low,Phishing,Punjab,Visa,Bank Alfalah,0,32,Electronics,Faisalabad
35557830,Customer_125,Khaadi,9/9/2023,1439,Low,Identity Theft,KPK,Mastercard,Allied Bank,1,14,Transportation,Peshawar
58875816,Customer_126,ChenOne,10/15/2024,28236,Low,Card Not Present,Punjab,Visa,MCB,0,18,Utilities,Faisalabad
59302701,Customer_127,Daraz,2/3/2024,42972,Low,Identity Theft,Punjab,Mastercard,NBP,1,4,Utilities,Lahore
64156526,Customer_128,TCS Express,4/7/2024,36326,High,Card Skimming,Sindh,Mastercard,Meezan Bank,0,99,Transportation,Karachi
35887628,Customer_129,TCS Express,11/16/2023,19789,Medium,Identity Theft,Punjab,UnionPay,UBL,0,30,Groceries,Multan
92650897,Customer_130,Sapphire,5/22/2024,31545,Low,Card Skimming,KPK,Mastercard,Meezan Bank,0,74,Electronics,Peshawar
62154267,Customer_131,Daraz,8/10/2023,2202,High,Phishing,KPK,UnionPay,Bank Alfalah,0,43,Fashion,Peshawar
74949546,Customer_132,Al-Fatah,3/7/2024,46494,High,Card Skimming,Punjab,Mastercard,Meezan Bank,0,60,Transportation,Rawalpindi
43643196,Customer_133,Chase Up,5/24/2024,49140,High,Identity Theft,Punjab,PayPak,UBL,0,46,E-commerce,Lahore
87291432,Customer_134,Khaadi,7/9/2023,559,High,Phishing,Punjab,PayPak,Allied Bank,0,90,Groceries,Rawalpindi
38683541,Customer_135,Khaadi,6/11/2024,9640,High,Card Skimming,Punjab,Visa,Bank Alfalah,0,12,Electronics,Faisalabad
13635628,Customer_136,Servis,9/17/2024,26434,Low,Identity Theft,Punjab,UnionPay,MCB,0,48,Fashion,Lahore
82191527,Customer_137,FoodPanda,5/11/2024,7248,Low,Phishing,Punjab,UnionPay,UBL,0,59,E-commerce,Faisalabad
62546768,Customer_138,Chase Up,3/19/2023,11988,High,Phishing,Punjab,PayPak,Bank Alfalah,0,88,Groceries,Lahore
92627851,Customer_139,Al-Fatah,6/24/2024,44450,Medium,Card Not Present,Islamabad Capital Territory,Visa,MCB,0,5,E-commerce,Islamabad
72833515,Customer_140,ChenOne,9/18/2024,8527,Low,Card Not Present,Balochistan,PayPak,UBL,0,58,E-commerce,Quetta
93572783,Customer_141,Daraz,10/23/2023,8243,Medium,Identity Theft,Islamabad Capital Territory,Visa,Allied Bank,0,58,E-commerce,Islamabad
58020608,Customer_142,FoodPanda,1/15/2023,44339,High,Card Not Present,Balochistan,PayPak,UBL,0,18,Utilities,Quetta
39117917,Customer_143,ChenOne,7/13/2024,2610,Low,Phishing,Punjab,PayPak,UBL,0,34,Groceries,Multan
29387409,Customer_144,FoodPanda,9/8/2023,18163,High,Identity Theft,Punjab,Mastercard,MCB,0,67,Groceries,Rawalpindi
53203113,Customer_145,Sapphire,10/8/2024,29400,Medium,Phishing,Sindh,Visa,HBL,0,26,Transportation,Karachi
26541159,Customer_146,Bykea,9/20/2023,40471,Low,Card Not Present,Punjab,PayPak,MCB,0,72,Utilities,Faisalabad
93427713,Customer_147,Khaadi,7/7/2024,6406,Medium,Identity Theft,Punjab,Visa,NBP,0,71,Groceries,Rawalpindi
42821901,Customer_148,Khaadi,3/15/2023,4184,Medium,Phishing,Sindh,PayPak,Bank Alfalah,0,68,E-commerce,Karachi
59880520,Customer_149,Daraz,12/2/2024,7327,Low,Card Not Present,Punjab,Mastercard,Bank Alfalah,0,30,E-commerce,Rawalpindi
71432985,Customer_150,Metro Shoes,5/3/2024,28044,Low,Card Not Present,Punjab,UnionPay,Bank Alfalah,0,24,Groceries,Multan
67295693,Customer_151,Daraz,4/19/2024,33378,Medium,Identity Theft,Islamabad Capital Territory,Visa,MCB,0,63,Fashion,Islamabad
49063597,Customer_152,Khaadi,5/18/2024,31722,High,Identity Theft,Punjab,Visa,MCB,1,11,Fashion,Multan
29504044,Customer_153,Bykea,12/14/2024,5814,Low,Identity Theft,Punjab,UnionPay,NBP,0,60,Transportation,Multan
60704818,Customer_154,Servis,7/1/2023,21069,Medium,Identity Theft,Punjab,UnionPay,MCB,0,59,Utilities,Rawalpindi
93942294,Customer_155,Bykea,2/12/2023,43032,Medium,Identity Theft,KPK,Mastercard,NBP,0,33,Transportation,Peshawar
73767945,Customer_156,Chase Up,4/2/2024,2320,Medium,Identity Theft,Islamabad Capital Territory,Visa,Meezan Bank,0,93,Electronics,Islamabad
78695556,Customer_157,Metro Shoes,8/3/2023,7640,High,Phishing,KPK,Visa,Bank Alfalah,0,66,Transportation,Peshawar
84609021,Customer_158,Khaadi,2/8/2024,10846,High,Identity Theft,Islamabad Capital Territory,Visa,Meezan Bank,0,10,Transportation,Islamabad
45832223,Customer_159,Daraz,9/30/2024,25493,Medium,Card Skimming,Balochistan,Visa,NBP,0,69,Fashion,Quetta
48944989,Customer_160,Bykea,8/16/2023,15602,High,Card Not Present,Sindh,Mastercard,Meezan Bank,0,86,Transportation,Karachi
65337000,Customer_161,ChenOne,6/6/2024,27155,Medium,Card Skimming,Balochistan,Mastercard,Meezan Bank,0,30,Electronics,Quetta
71075776,Customer_162,ChenOne,4/14/2024,17691,Medium,Identity Theft,Balochistan,Mastercard,Allied Bank,0,23,Transportation,Quetta
13876389,Customer_163,Servis,8/8/2024,35394,Medium,Card Not Present,Punjab,Mastercard,HBL,0,10,Groceries,Multan
54377973,Customer_164,Metro Shoes,4/1/2023,38545,Low,Phishing,Punjab,Mastercard,Meezan Bank,0,89,Fashion,Rawalpindi
56564100,Customer_165,FoodPanda,12/20/2023,28236,High,Card Skimming,Punjab,UnionPay,Meezan Bank,0,71,Fashion,Multan
26541640,Customer_166,Hyperstar,6/4/2023,16094,Low,Card Skimming,Sindh,Mastercard,MCB,0,23,Electronics,Karachi
95927940,Customer_167,Metro Shoes,4/18/2024,35882,Medium,Card Skimming,Balochistan,UnionPay,Bank Alfalah,0,85,E-commerce,Quetta
26522041,Customer_168,Al-Fatah,5/5/2024,48655,Low,Card Not Present,Punjab,Mastercard,Meezan Bank,0,53,Utilities,Lahore
94463548,Customer_169,Sapphire,5/10/2023,24840,High,Identity Theft,Punjab,Visa,MCB,0,47,Utilities,Rawalpindi
88762691,Customer_170,Chase Up,10/3/2023,4316,High,Card Not Present,Punjab,PayPak,HBL,0,46,Groceries,Lahore
61650111,Customer_171,TCS Express,8/3/2023,12090,Low,Phishing,Punjab,Mastercard,Meezan Bank,0,15,Fashion,Faisalabad
45189803,Customer_172,Al-Fatah,12/19/2024,35376,High,Card Skimming,Punjab,PayPak,Bank Alfalah,0,98,E-commerce,Rawalpindi
73685581,Customer_173,Hyperstar,9/16/2023,16038,Medium,Card Skimming,Punjab,UnionPay,NBP,1,18,Transportation,Rawalpindi
86076530,Customer_174,Chase Up,5/13/2024,39253,Medium,Phishing,Punjab,Mastercard,Allied Bank,0,41,Groceries,Faisalabad
25844123,Customer_175,Metro Shoes,9/21/2023,32787,Medium,Card Not Present,Balochistan,PayPak,Bank Alfalah,0,89,Transportation,Quetta
20269884,Customer_176,Bykea,12/6/2024,33147,Medium,Card Skimming,Balochistan,UnionPay,Bank Alfalah,0,70,Electronics,Quetta
97349055,Customer_177,Metro Shoes,8/31/2024,11508,Low,Phishing,KPK,Mastercard,Meezan Bank,0,38,Utilities,Peshawar
46961773,Customer_178,Chase Up,11/20/2023,35578,High,Card Skimming,Punjab,Mastercard,Meezan Bank,0,55,Fashion,Lahore
66270596,Customer_179,TCS Express,2/15/2023,13454,High,Card Not Present,Islamabad Capital Territory,Mastercard,UBL,0,78,E-commerce,Islamabad
65013400,Customer_180,Metro Shoes,5/23/2023,9606,High,Phishing,Punjab,UnionPay,NBP,0,74,Groceries,Multan
57437952,Customer_181,FoodPanda,5/21/2024,9140,Low,Card Not Present,Sindh,Visa,NBP,0,48,Groceries,Karachi
78194798,Customer_182,FoodPanda,3/30/2023,41654,Medium,Phishing,Punjab,PayPak,MCB,0,81,Electronics,Rawalpindi
69054085,Customer_183,Servis,7/17/2024,24471,Low,Identity Theft,Punjab,Mastercard,MCB,0,50,Groceries,Rawalpindi
63301126,Customer_184,Chase Up,6/28/2023,30453,Low,Card Not Present,Punjab,UnionPay,HBL,0,57,Utilities,Multan
92399018,Customer_185,Daraz,2/28/2024,22643,High,Card Skimming,Sindh,Mastercard,NBP,0,21,Fashion,Karachi
57170897,Customer_186,ChenOne,7/14/2023,38103,Medium,Card Skimming,Sindh,PayPak,Meezan Bank,0,57,Groceries,Karachi
86831332,Customer_187,Al-Fatah,9/29/2024,34255,High,Card Not Present,Sindh,Visa,Allied Bank,0,26,Fashion,Karachi
22752939,Customer_188,Metro Shoes,4/21/2024,25241,High,Card Not Present,Islamabad Capital Territory,UnionPay,HBL,0,78,Electronics,Islamabad
89892003,Customer_189,FoodPanda,5/11/2024,46038,High,Card Not Present,Punjab,PayPak,HBL,0,7,Groceries,Lahore
76316997,Customer_190,Daraz,6/30/2023,36104,Low,Identity Theft,Punjab,PayPak,HBL,0,42,E-commerce,Rawalpindi
15454521,Customer_191,ChenOne,12/13/2023,19123,High,Phishing,Islamabad Capital Territory,UnionPay,MCB,0,89,Electronics,Islamabad
35312734,Customer_192,Bykea,3/7/2023,28128,High,Card Skimming,Punjab,PayPak,HBL,0,9,E-commerce,Lahore
53360842,Customer_193,TCS Express,10/31/2023,39850,High,Card Skimming,Punjab,Mastercard,HBL,0,53,Transportation,Lahore
44606809,Customer_194,Metro Shoes,2/5/2023,2219,Low,Card Skimming,Punjab,Visa,MCB,0,88,Transportation,Rawalpindi
28179320,Customer_195,Khaadi,4/1/2023,11075,Low,Card Not Present,Punjab,Visa,Meezan Bank,0,82,Electronics,Faisalabad
32987698,Customer_196,FoodPanda,3/8/2024,1839,High,Card Not Present,Balochistan,UnionPay,UBL,0,94,Fashion,Quetta
78504818,Customer_197,Chase Up,9/23/2024,24895,Low,Identity Theft,KPK,UnionPay,Allied Bank,0,6,Groceries,Peshawar
52813575,Customer_198,Daraz,9/7/2023,6744,High,Phishing,Punjab,Visa,UBL,0,50,Fashion,Rawalpindi
16640254,Customer_199,Sapphire,5/8/2023,30719,Low,Card Skimming,Islamabad Capital Territory,Visa,Allied Bank,0,48,Fashion,Islamabad
81350309,Customer_200,Daraz,9/25/2024,8514,Medium,Card Skimming,Balochistan,Mastercard,Meezan Bank,0,83,E-commerce,Quetta
25624629,Customer_201,Daraz,7/15/2024,37764,High,Identity Theft,Sindh,Mastercard,Bank Alfalah,1,8,E-commerce,Karachi
64984110,Customer_202,Sapphire,9/17/2023,41104,High,Card Not Present,Punjab,UnionPay,Bank Alfalah,1,46,Fashion,Lahore
36113892,Customer_203,TCS Express,12/5/2024,36276,Medium,Phishing,Punjab,Mastercard,HBL,0,37,Electronics,Faisalabad
73639548,Customer_204,Metro Shoes,10/7/2024,37214,Low,Card Not Present,Punjab,Visa,Meezan Bank,0,44,Groceries,Rawalpindi
97021773,Customer_205,Chase Up,7/13/2024,27381,Medium,Identity Theft,Punjab,Mastercard,HBL,0,59,Utilities,Multan
